"key";"label";"required";"nl";"fr";"en";"de";"es";"pl";"pt";"tr"
"legal.trade.scope.title";"Handelsvoorwaarden · Toepasselijkheid · titel";"true";"1. Toepassingsgebied";"1. Portée";"1. Scope";"1. Geltungsbereich";"1. Alcance";"1. Zakres";"1. Âmbito";"1. Kapsam"
"legal.trade.scope.p1";"Handelsvoorwaarden · Toepasselijkheid · alinea 1";"true";"Deze handelsvoorwaarden zijn van toepassing op zakelijke klanten die bij Enrosed BV kopen via een offerte, e-mail, factuur, betalingsverzoek of een overeengekomen route via Royal FloraHolland. Deze website is een groothandelscatalogus en omgeving voor offerteaanvragen; het is geen online consumentenbestelomgeving.";"Les présentes conditions commerciales s’appliquent aux clients professionnels qui achètent auprès d’Enrosed BV par l’intermédiaire d’un devis, d’un e-mail, d’une facture, d’une demande de paiement ou d’un canal convenu via Royal FloraHolland. Ce site sert de catalogue de gros et d’espace de demandes de devis ; il ne propose pas de commande en ligne aux consommateurs.";"These trade terms apply to business customers purchasing from Enrosed BV through a quotation, email, invoice, payment request or an agreed Royal FloraHolland route. This website is a wholesale catalogue and quotation environment; it does not provide a consumer checkout.";"Diese Geschäftsbedingungen gelten für Geschäftskunden, die über ein Angebot, per E-Mail, per Rechnung, über eine Zahlungsaufforderung oder über einen vereinbarten Vertriebsweg von Royal FloraHolland bei Enrosed BV einkaufen. Diese Website dient als Großhandelskatalog und für Angebotsanfragen; sie bietet keinen Checkout für Verbraucher.";"Estas condiciones comerciales se aplican a los clientes empresariales que compran a Enrosed BV mediante un presupuesto, por correo electrónico, mediante factura, solicitud de pago o a través de un canal acordado de Royal FloraHolland. Este sitio web es un catálogo mayorista y un entorno de solicitud de presupuestos; no ofrece un proceso de compra en línea para consumidores.";"Niniejsze warunki handlowe mają zastosowanie do klientów biznesowych kupujących od Enrosed BV na podstawie oferty, e-maila, faktury, wezwania do zapłaty lub za pośrednictwem uzgodnionego kanału Royal FloraHolland. Ta strona internetowa jest katalogiem hurtowym i środowiskiem do składania zapytań ofertowych; nie umożliwia konsumentom dokonania zakupu online.";"Estes termos comerciais aplicam-se aos clientes empresariais que compram à Enrosed BV através de um orçamento, e-mail, fatura, pedido de pagamento ou canal acordado da Royal FloraHolland. Este website é um ambiente de catálogo e pedidos de proposta para venda por grosso; não disponibiliza checkout para consumidores.";"Bu ticari şartlar; teklif, e-posta, fatura, ödeme talebi veya Royal FloraHolland üzerinden kararlaştırılan bir kanal aracılığıyla Enrosed BV’den satın alan kurumsal müşteriler için geçerlidir. Bu web sitesi bir toptan katalog ve teklif talep ortamıdır; tüketicilere çevrimiçi sipariş ve ödeme imkânı sunmaz."
"legal.trade.scope.p2";"Handelsvoorwaarden · Toepasselijkheid · alinea 2";"true";"Een offerte kan productspecifieke of projectspecifieke voorwaarden bevatten. Indien een uitdrukkelijk overeengekomen offerte afwijkt van deze algemene handelsvoorwaarden, prevaleert de offerte voor die opdracht.";"Un devis peut inclure des conditions spécifiques au produit ou au projet. Dans le cas où un devis expressément convenu diffère des présentes conditions générales de vente, le devis prévaut pour cette commande.";"A quotation may include product-specific or project-specific conditions. Where an expressly agreed quotation differs from these general trade terms, the quotation prevails for that order.";"Ein Angebot kann produktspezifische oder projektspezifische Konditionen enthalten. Sofern ein ausdrücklich vereinbartes Angebot von diesen Allgemeinen Geschäftsbedingungen abweicht, ist das Angebot für den betreffenden Auftrag maßgebend.";"Un presupuesto puede incluir condiciones específicas del producto o del proyecto. Cuando un presupuesto expresamente acordado difiera de estas condiciones comerciales generales, el presupuesto prevalecerá para ese pedido.";"Oferta może zawierać warunki specyficzne dla produktu lub projektu. Jeżeli wyraźnie uzgodniona oferta różni się od niniejszych ogólnych warunków handlowych, oferta jest wiążąca dla tego zamówienia.";"Um orçamento pode incluir condições específicas do produto ou do projeto. Quando um orçamento expressamente acordado diferir destes termos comerciais gerais, esse orçamento prevalece para a encomenda em causa.";"Bir teklif, ürüne özel veya projeye özel koşulları içerebilir. Açıkça kabul edilen bir fiyat teklifinin bu genel ticari şartlardan farklı olması durumunda, söz konusu sipariş için teklif geçerli olacaktır."
"legal.trade.quotesOrders.toc";"Handelsvoorwaarden · Offertes en bestellingen · label in inhoudsopgave";"true";"Offertes en bestellingen";"Devis et commandes";"Quotes & orders";"Angebote und Bestellungen";"Presupuestos y pedidos";"Oferty i zamówienia";"Orçamentos e encomendas";"Teklifler ve siparişler"
"legal.trade.quotesOrders.title";"Handelsvoorwaarden · Offertes en bestellingen · titel";"true";"2. Offertes en bestellingen";"2. Devis et commandes";"2. Quotes and orders";"2. Angebote und Bestellungen";"2. Presupuestos y pedidos";"2. Oferty i zamówienia";"2. Orçamentos e encomendas";"2. Fiyat teklifleri ve siparişler"
"legal.trade.quotesOrders.p1";"Handelsvoorwaarden · Offertes en bestellingen · alinea 1";"true";"Een offerteaanvraag is nog geen bestelling. Enrosed bevestigt de geselecteerde producten, kleuren, aantallen, doosindeling, prijs, beschikbaarheid en wijze van levering of ophaling schriftelijk. Een zakelijke bestelling wordt bindend wanneer Enrosed deze aanvaardt en aan eventuele overeengekomen betalingsvoorwaarden is voldaan.";"Une demande de devis n’est pas encore une commande. Enrosed confirme par écrit les produits sélectionnés, les couleurs, les quantités, la configuration du carton, le prix, la disponibilité et le mode de livraison ou de retrait. Une commande commerciale devient contraignante lorsqu’elle est acceptée par Enrosed et que toute exigence de paiement convenue a été remplie.";"A request for a quote is not yet an order. Enrosed confirms the selected products, colours, quantities, carton configuration, price, availability and fulfilment method in writing. A business order becomes binding when it is accepted by Enrosed and any agreed payment requirement has been met.";"Eine Angebotsanfrage ist noch keine Bestellung. Enrosed bestätigt die ausgewählten Produkte, Farben, Mengen, Kartonkonfiguration, Preis, Verfügbarkeit und Liefer- oder Abholart schriftlich. Ein Geschäftsauftrag wird verbindlich, wenn er von Enrosed angenommen wird und etwaige vereinbarte Zahlungsbedingungen erfüllt sind.";"Una solicitud de presupuesto aún no es un pedido. Enrosed confirma por escrito los productos seleccionados, los colores, las cantidades, la configuración de la caja, el precio, la disponibilidad y la modalidad de envío o recogida. Una orden comercial se vuelve vinculante cuando es aceptada por Enrosed y se ha cumplido con cualquier requisito de pago acordado.";"Zapytanie ofertowe nie jest jeszcze zamówieniem. Enrosed potwierdza w formie pisemnej wybrane produkty, kolory, ilości, konfigurację kartonów, cenę, dostępność i sposób wysyłki lub odbioru. Zamówienie biznesowe staje się wiążące, gdy zostanie zaakceptowane przez Enrosed i spełnione zostaną wszelkie uzgodnione wymagania dotyczące płatności.";"Um pedido de proposta ainda não constitui uma encomenda. A Enrosed confirma por escrito os produtos selecionados, as cores, as quantidades, a configuração das caixas, o preço, a disponibilidade e a modalidade de envio ou recolha. Uma encomenda comercial torna-se vinculativa quando é aceite pela Enrosed e quando qualquer condição de pagamento acordada estiver cumprida.";"Teklif talebi henüz sipariş değildir. Enrosed seçilen ürünleri, renkleri, miktarları, karton düzenini, fiyatı, stok durumunu ve gönderim veya teslim alma şeklini yazılı olarak teyit eder. Ticari bir sipariş, Enrosed tarafından kabul edildiğinde ve üzerinde anlaşılan ödeme şartları yerine getirildiğinde bağlayıcı hâle gelir."
"legal.trade.quotesOrders.p2";"Handelsvoorwaarden · Offertes en bestellingen · alinea 2";"true";"Offertes blijven geldig gedurende de op de offerte vermelde termijn. De beschikbaarheid van producten kan veranderen totdat een bestelling en betaling zijn bevestigd.";"Les devis restent valables pour la durée indiquée sur le devis. La disponibilité des produits peut changer jusqu'à ce qu'une commande et un paiement soient confirmés.";"Quotations remain valid for the period shown on the quotation. Product availability can change until an order and payment are confirmed.";"Angebote bleiben für den im Angebot angegebenen Zeitraum gültig. Die Produktverfügbarkeit kann sich ändern, bis eine Bestellung und Zahlung bestätigt sind.";"Los presupuestos siguen siendo válidos durante el período indicado en el presupuesto. La disponibilidad de los productos puede cambiar hasta que se confirmen el pedido y el pago.";"Oferty zachowują ważność przez okres wskazany na ofercie. Dostępność produktu może ulec zmianie do czasu potwierdzenia zamówienia i płatności.";"Os orçamentos mantêm-se válidos durante o período neles indicado. A disponibilidade dos produtos pode mudar até a encomenda e o pagamento serem confirmados.";"Teklifler, teklifte gösterilen süre boyunca geçerli kalır. Ürün stok durumu, sipariş ve ödeme onaylanana kadar değişebilir."
"legal.trade.pricesPayment.toc";"Handelsvoorwaarden · Prijzen en betaling · label in inhoudsopgave";"true";"Prijzen & betaling";"Prix et paiement";"Prices & payment";"Preise & Zahlung";"Precios y pago";"Ceny i płatności";"Preços e pagamento";"Fiyatlar ve ödeme"
"legal.trade.pricesPayment.title";"Handelsvoorwaarden · Prijzen en betaling · titel";"true";"3. Prijzen en betaling";"3. Prix et paiement";"3. Prices and payment";"3. Preise und Zahlung";"3. Precios y pago";"3. Ceny i płatności";"3. Preços e pagamento";"3. Fiyatlar ve ödeme"
"legal.trade.pricesPayment.p1";"Handelsvoorwaarden · Prijzen en betaling · alinea 1";"true";"Handelsprijzen, valuta, BTW-behandeling en eventuele aanvullende commerciële voorwaarden worden in de offerte vermeld. Transport-, pallet-, handling- of speciale verpakkingskosten zijn alleen inbegrepen als de offerte dit uitdrukkelijk vermeldt.";"Les prix commerciaux, la devise, le traitement TVA et toutes conditions commerciales supplémentaires sont indiqués dans le devis. Les frais de transport, de palette, de manutention ou d'emballage spécial ne sont inclus que lorsque le devis le précise expressément.";"Trade prices, currency, VAT treatment and any additional commercial terms are stated in the quotation. Transport, pallet, handling or special packaging costs are included only when the quotation expressly says so.";"Handelspreise, Währung, Mehrwertsteuerbehandlung und etwaige zusätzliche Handelsbedingungen sind im Angebot angegeben. Transport-, Paletten-, Handling- oder Sonderverpackungskosten sind nur dann enthalten, wenn dies im Angebot ausdrücklich angegeben ist.";"Los precios comerciales, la moneda, el tratamiento del IVA y cualquier condición comercial adicional se indican en el presupuesto. Los costes de transporte, palés, manipulación o embalajes especiales solo están incluidos cuando el presupuesto lo indique expresamente.";"Ceny handlowe, waluta, podatek VAT i wszelkie dodatkowe warunki handlowe są podane w ofercie. Koszty transportu, palety, manipulacji lub specjalnego opakowania są uwzględniane tylko wtedy, gdy oferta wyraźnie tak stanowi.";"Os preços comerciais, a moeda, o tratamento do IVA e quaisquer termos comerciais adicionais são indicados no orçamento. Os custos de transporte, palete, manuseamento ou embalagem especial só estão incluídos quando o orçamento o indicar expressamente.";"Ticari fiyatlar, para birimi, KDV uygulaması ve her türlü ek ticari şartlar teklifte belirtilmiştir. Nakliye, palet, elleçleme veya özel paketleme maliyetleri yalnızca teklifte açıkça belirtildiği takdirde dahildir."
